symbol,date,1. open,2. high,3. low,4. close,5. volume
BIIB,2023-08-04,264.26,275.865,263.53,268.92,5652047
BIIB,2023-07-28,276.54,280.415,256.13,265.23,9629504
BIIB,2023-07-21,278.42,281.12,273.47,276.74,7552308
BIIB,2023-07-14,275.0,282.74,275.0,278.93,5126814
BIIB,2023-07-07,282.87,287.595,274.75,275.07,5078546
BIIB,2023-06-30,283.87,286.5,277.71,284.85,4308038
BIIB,2023-06-23,296.0,298.73,283.97,284.52,4084444
BIIB,2023-06-16,319.76,319.76,293.21,297.48,7941246
BIIB,2023-06-09,299.67,311.28,294.04,308.88,5271751
BIIB,2023-06-02,297.92,308.3793,294.805,300.2,4218715
BIIB,2023-05-26,309.93,310.47,291.64,298.66,4152059
BIIB,2023-05-19,310.0,312.48,301.935,308.48,2905230
BIIB,2023-05-12,317.48,317.48,307.7,309.6,3806256
BIIB,2023-05-05,305.75,319.74,304.22,318.06,8106099
BIIB,2023-04-28,293.99,305.5,274.9,304.23,7889217
BIIB,2023-04-21,294.0,294.62,289.26,293.99,3427405
BIIB,2023-04-14,285.4,290.9,280.29,288.13,2930037
BIIB,2023-04-06,276.34,287.77,273.39,286.8,3097429
BIIB,2023-03-31,270.805,279.0,268.78,278.03,3852076
BIIB,2023-03-24,264.65,271.36,260.95,270.03,3707299
BIIB,2023-03-17,256.56,267.155,255.405,263.16,5486457
BIIB,2023-03-10,270.5,272.635,254.8,256.56,4171749
